amount,country_mismatch,payment_failed,suspected_fraud_failure,is_fraud
132.83,0,0,0,0
674.88,0,0,0,0
710.84,0,0,0,0
1338.08,0,0,0,1
810.4,0,0,0,0
49.87,0,0,0,0
1924.14,0,0,0,1
924.45,0,0,0,0
381.65,0,0,0,0
131.68,0,0,0,0
100.89,0,0,0,0
168.93,0,0,0,0
699.72,0,0,0,0
124.72,0,0,0,0
205.53,0,0,0,0
1186.6,1,0,0,1
203.58,0,0,0,0
569.32,0,0,0,0
247.72,0,1,0,0
362.9,0,0,0,0
1100.27,1,0,0,1
497.1,0,1,1,1
924.15,0,0,0,0
2394.12,1,0,0,1
269.8,0,0,0,0
1138.5,0,0,0,0
170.52,0,0,0,0
303.85,0,0,0,0
1239.18,1,0,0,1
982.64,0,0,0,0
169.64,0,0,0,0
1071.61,0,0,0,1
623.85,0,0,0,0
317.68,0,0,0,0
122.9,0,0,0,0
852.32,0,0,0,0
170.4,0,0,0,0
899.36,0,0,0,0
130.63,0,0,0,0
1251.91,0,0,0,1
49.38,0,0,0,0
33.12,0,0,0,0
754.1,0,0,0,0
298.83,0,0,0,0
1822.81,1,0,0,1
223.24,0,0,0,0
1128.3,1,0,0,1
2456.57,0,0,0,1
1112.35,0,0,0,0
26.42,0,0,0,0
1439.35,1,0,0,1
288.68,0,0,0,0
235.91,0,0,0,0
1159.1,0,1,0,0
242.04,0,0,0,0
411.6,0,0,0,0
211.69,0,0,0,0
37.8,0,0,0,0
22.5,0,0,0,0
2021.89,1,0,0,1
861.36,0,0,0,0
44.01,0,0,0,0
344.48,0,1,0,0
1007.3,0,0,0,0
190.27,0,0,0,0
295.26,0,1,0,0
417.92,0,0,0,0
560.88,0,0,0,0
233.85,0,0,0,0
1959.19,1,0,0,1
576.81,0,0,0,0
730.05,0,0,0,0
276.56,0,0,0,0
421.62,0,0,0,0
195.75,0,0,0,0
45.19,0,0,0,0
226.61,0,0,0,0
577.3,0,0,0,0
367.32,0,0,0,0
188.29,0,0,0,0
1881.21,1,0,0,1
1839.84,1,0,0,1
368.38,0,0,0,0
55.5,0,1,0,0
2299.48,1,0,0,1
855.24,0,0,0,0
88.24,0,0,0,0
2246.82,0,0,0,1
1456.81,1,0,0,1
24.9,0,0,0,0
345.88,0,0,0,0
32.47,0,0,0,0
2442.01,1,0,0,1
419.88,0,0,0,0
170.62,0,0,0,0
86.12,0,0,0,0
1261.6,1,0,0,1
2250.06,1,0,0,1
1280.39,1,0,0,1
62.79,0,0,0,0
1730.04,1,0,0,1
627.06,0,0,0,0
526.75,0,0,0,0
25.94,0,0,0,0
213.27,0,0,0,0
2285.0,1,0,0,1
229.23,0,0,0,0
236.59,0,0,0,0
872.36,0,0,0,0
35.84,0,0,0,0
209.69,0,1,0,0
1003.55,0,0,0,0
896.2,0,0,0,0
1006.0,0,1,0,0
129.37,0,0,0,0
23.94,0,0,0,0
248.74,0,0,0,0
546.8,0,0,0,0
881.5,0,1,0,0
968.36,0,0,0,0
2172.5,1,0,0,1
1009.45,0,0,0,0
2364.71,1,0,0,1
740.58,0,0,0,0
17.55,0,1,0,0
19.24,0,0,0,0
500.04,0,0,0,0
76.62,0,0,0,0
824.1,0,0,0,0
128.6,0,0,0,0
193.64,0,1,1,1
465.69,0,0,0,0
22.62,0,0,0,0
509.76,0,0,0,0
177.2,0,0,0,0
323.34,0,0,0,0
427.56,0,0,0,0
463.94,0,0,0,0
768.7,0,0,0,0
393.25,0,0,0,0
83.8,0,0,0,0
453.18,0,0,0,0
89.78,0,0,0,0
571.26,0,0,0,0
637.92,0,0,0,0
991.16,0,0,0,0
958.4,0,0,0,0
21.56,0,0,0,0
655.11,0,0,0,0
372.0,0,0,0,0
17.02,0,0,0,0
1228.36,1,0,0,1
144.72,0,0,0,0
543.52,0,1,0,0
414.32,0,0,0,0
907.76,0,0,0,0
2425.76,1,0,0,1
281.22,0,0,0,0
267.7,0,0,0,0
435.28,0,0,0,0
282.28,0,0,0,0
37.68,0,0,0,0
423.42,0,0,0,0
665.85,0,0,0,0
460.46,0,0,0,0
374.16,0,0,0,0
605.37,0,0,0,0
1240.05,0,0,0,0
2409.36,1,0,0,1
411.45,0,1,0,0
1886.44,1,0,0,1
114.81,0,0,0,0
228.58,0,1,1,1
320.61,0,0,0,0
445.11,0,0,0,0
143.31,0,0,0,0
98.91,0,0,0,0
184.94,0,0,0,0
306.25,0,1,1,1
675.09,0,0,0,0
692.1,0,0,0,0
541.55,0,0,0,0
206.0,0,0,0,0
1966.85,1,0,0,1
300.66,0,0,0,0
230.52,0,0,0,0
15.06,0,0,0,0
281.49,0,0,0,0
96.27,0,0,0,0
181.06,0,0,0,0
116.1,0,0,0,0
505.15,0,0,0,0
775.5,0,0,0,0
273.6,0,0,0,0
302.54,0,0,0,0
748.29,0,0,0,0
900.1,0,0,0,0
1827.44,0,0,0,1
319.4,0,0,0,0
692.35,0,0,0,0
2372.11,1,0,0,1
136.77,0,0,0,0
581.04,0,0,0,0
477.1,0,0,0,0
487.32,0,0,0,0
250.82,0,0,0,0
901.04,0,0,0,0
10.93,0,0,0,0
601.8,0,1,0,0
47.14,0,0,0,0
587.88,0,0,0,0
202.92,0,0,0,0
977.1,0,0,0,0
1910.28,1,0,0,1
188.38,0,0,0,0
996.36,0,0,0,0
1179.85,0,0,0,0
872.55,0,0,0,0
525.64,0,0,0,0
84.16,0,0,0,0
119.61,0,0,0,0
78.16,0,0,0,0
209.55,0,0,0,0
965.05,0,0,0,0
190.83,0,0,0,0
607.4,0,0,0,0
383.65,0,1,1,1
498.22,0,0,0,0
210.67,0,0,0,0
2410.46,1,0,0,1
316.4,0,0,0,0
115.29,0,0,0,0
1711.33,1,0,0,1
1248.9,0,0,0,0
420.88,0,0,0,0
1240.6,0,0,0,0
91.89,0,0,0,0
479.0,0,0,0,0
444.94,0,0,0,0
743.96,0,0,0,0
1394.92,1,0,0,1
234.48,0,0,0,0
211.49,0,0,0,0
147.91,0,0,0,0
100.69,0,0,0,0
766.72,0,0,0,0
442.78,0,0,0,0
491.91,0,0,0,0
610.24,0,0,0,0
283.72,0,0,0,0
342.3,0,0,0,0
415.76,0,0,0,0
1341.61,1,0,0,1
241.04,0,1,0,0
426.0,0,0,0,0
1106.0,0,0,0,0
832.04,0,0,0,0
9.43,0,0,0,0
175.78,0,1,0,0
635.36,0,0,0,0
330.48,0,0,0,0
2206.79,0,0,0,1
16.47,0,0,0,0
637.83,0,0,0,0
1666.62,0,0,0,1
44.6,0,0,0,0
435.84,0,0,0,0
773.2,0,0,0,0
246.84,0,0,0,0
720.72,0,0,0,0
325.38,0,0,0,0
347.75,0,0,0,0
772.6,0,1,0,0
82.71,0,0,0,0
575.12,0,0,0,0
915.08,0,0,0,0
422.55,0,0,0,0
1829.89,0,0,0,1
133.39,0,0,0,0
286.76,0,0,0,0
1393.75,1,0,0,1
359.16,0,0,0,0
475.44,0,0,0,0
1404.75,1,0,0,1
141.25,0,0,0,0
224.81,0,0,0,0
325.3,0,0,0,0
2461.37,1,0,0,1
89.84,0,0,0,0
12.78,0,0,0,0
366.68,0,0,0,0
721.15,0,0,0,0
123.86,0,0,0,0
548.8,0,0,0,0
633.0,0,0,0,0
103.62,0,0,0,0
551.85,0,0,0,0
82.68,0,0,0,0
85.42,0,0,0,0
2477.66,1,0,0,1
46.5,0,0,0,0
157.92,0,0,0,0
95.7,0,0,0,0
170.56,0,0,0,0
131.55,0,0,0,0
76.0,0,0,0,0
242.52,0,0,0,0
36.3,0,0,0,0
384.38,0,0,0,0
42.04,0,0,0,0
2003.06,0,0,0,1
624.88,0,0,0,0
707.94,0,0,0,0
1048.85,1,0,0,1
57.6,0,0,0,0
718.56,0,0,0,0
904.24,0,0,0,0
168.92,0,0,0,0
1424.85,1,0,0,1
2004.07,1,0,0,1
508.44,0,0,0,0
390.62,0,0,0,0
484.92,0,0,0,0
319.32,0,0,0,0
792.9,0,0,0,0
1658.89,1,0,0,1
638.55,0,0,0,0
236.16,0,0,0,0
2379.34,1,0,0,1
774.72,0,0,0,0
1082.37,1,0,0,1
2138.05,1,0,0,1
786.84,0,0,0,0
942.68,0,0,0,0
1683.09,1,0,0,1
732.18,0,0,0,0
303.39,0,0,0,0
1314.77,0,0,0,1
120.34,0,0,0,0
195.9,0,0,0,0
2199.28,0,0,0,1
1209.31,1,0,0,1
206.9,0,0,0,0
275.67,0,0,0,0
235.46,0,0,0,0
409.75,0,0,0,0
208.88,0,0,0,0
2482.27,0,0,0,1
415.2,0,0,0,0
441.8,0,0,0,0
122.4,0,0,0,0
508.23,0,0,0,0
16.74,0,0,0,0
2350.37,1,0,0,1
622.4,0,0,0,0
600.3,0,0,0,0
1197.6,0,0,0,0
1608.9,1,0,0,1
222.39,0,0,0,0
431.1,0,0,0,0
216.3,0,0,0,0
211.98,0,0,0,0
305.45,0,0,0,0
1185.19,1,0,0,1
534.15,0,1,0,0
400.92,0,0,0,0
2418.99,1,0,0,1
430.35,0,0,0,0
229.74,0,0,0,0
245.52,0,0,0,0
39.7,0,0,0,0
73.28,0,0,0,0
456.96,0,0,0,0
347.07,0,0,0,0
501.88,0,0,0,0
486.82,0,0,0,0
49.28,0,0,0,0
38.52,0,0,0,0
92.67,0,0,0,0
37.06,0,0,0,0
551.36,0,0,0,0
361.77,0,0,0,0
2169.7,1,0,0,1
125.04,0,0,0,0
117.2,0,0,0,0
383.18,0,0,0,0
1892.52,1,0,0,1
1187.77,1,0,0,1
1867.67,1,0,0,1
2208.65,0,0,0,1
163.68,0,0,0,0
363.96,0,1,0,0
30.26,0,0,0,0
110.61,0,0,0,0
461.32,0,0,0,0
265.2,0,0,0,0
60.18,0,0,0,0
498.22,0,0,0,0
67.41,0,0,0,0
377.0,0,0,0,0
373.8,0,0,0,0
2497.25,1,0,0,1
143.26,0,0,0,0
909.08,0,0,0,0
10.76,0,1,0,0
196.29,0,0,0,0
516.08,0,0,0,0
1291.86,1,0,0,1
682.88,0,0,0,0
59.16,0,0,0,0
505.0,0,0,0,0
1442.77,1,0,0,1
11.86,0,0,0,0
51.65,0,0,0,0
1181.6,0,0,0,0
477.56,0,0,0,0
178.26,0,0,0,0
1730.05,1,0,0,1
400.4,0,0,0,0
864.88,0,0,0,0
706.35,0,0,0,0
961.88,0,0,0,0
897.4,0,1,0,0
474.2,0,0,0,0
113.47,0,0,0,0
265.32,0,0,0,0
441.15,0,0,0,0
937.2,0,0,0,0
228.0,0,1,0,0
587.95,0,1,0,0
411.3,0,0,0,0
1436.3,1,0,0,1
245.6,0,0,0,0
660.05,0,0,0,0
419.54,0,0,0,0
188.64,0,0,0,0
1014.24,1,0,0,1
107.22,0,0,0,0
42.51,0,0,0,0
323.26,0,0,0,0
365.28,0,0,0,0
185.99,0,0,0,0
193.44,0,0,0,0
115.9,0,0,0,0
846.5,0,0,0,0
243.53,0,0,0,0
141.04,0,0,0,0
805.35,0,0,0,0
2004.37,1,0,0,1
850.68,0,0,0,0
1391.66,1,0,0,1
743.52,0,0,0,0
80.7,0,0,0,0
581.8,0,0,0,0
438.12,0,0,0,0
1756.51,1,0,0,1
42.64,0,0,0,0
366.65,0,0,0,0
564.48,0,0,0,0
138.93,0,0,0,0
351.2,0,0,0,0
142.73,0,0,0,0
647.31,0,0,0,0
230.19,0,0,0,0
134.24,0,0,0,0
2401.19,1,0,0,1
266.04,0,0,0,0
46.48,0,0,0,0
464.73,0,0,0,0
1918.59,1,0,0,1
1863.69,0,0,0,1
99.71,0,0,0,0
123.5,0,0,0,0
1187.7,0,0,0,0
216.6,0,0,0,0
617.28,0,0,0,0
669.4,0,0,0,0
457.11,0,0,0,0
135.9,0,0,0,0
445.36,0,0,0,0
390.9,0,0,0,0
474.54,0,0,0,0
196.48,0,0,0,0
444.68,0,0,0,0
811.9,0,0,0,0
704.64,0,0,0,0
242.74,0,0,0,0
701.2,0,0,0,0
216.5,0,0,0,0
1016.96,1,0,0,1
240.55,0,0,0,0
346.16,0,0,0,0
784.8,0,0,0,0
1303.71,1,0,0,1
59.97,0,0,0,0
130.24,0,0,0,0
155.78,0,0,0,0
234.78,0,0,0,0
235.44,0,0,0,0
113.9,0,0,0,0
964.85,0,0,0,0
105.57,0,1,0,0
148.88,0,0,0,0
442.14,0,0,0,0
81.27,0,0,0,0
480.98,0,0,0,0
441.51,0,0,0,0
340.98,0,0,0,0
171.2,0,0,0,0
158.79,0,0,0,0
115.7,0,0,0,0
918.24,0,0,0,0
197.61,0,0,0,0
243.94,0,0,0,0
78.42,0,0,0,0
423.44,0,0,0,0
993.76,0,0,0,0
658.44,0,0,0,0
436.72,0,0,0,0
2358.23,1,0,0,1
724.47,0,0,0,0
553.35,0,0,0,0
181.95,0,0,0,0
76.7,0,0,0,0
458.96,0,0,0,0
402.62,0,0,0,0
112.77,0,0,0,0
480.2,0,0,0,0
255.6,0,0,0,0
1165.95,0,0,0,0
1111.35,0,1,0,0
686.9,0,0,0,0
98.49,0,0,0,0
666.9,0,0,0,0
399.16,0,0,0,0
168.25,0,0,0,0
237.52,0,0,0,0
220.04,0,0,0,0
79.83,0,0,0,0
738.42,0,0,0,0
49.88,0,0,0,0
218.08,0,0,0,0
69.21,0,0,0,0
265.2,0,0,0,0
155.97,0,1,0,0
228.4,0,0,0,0
23.64,0,0,0,0
288.1,0,0,0,0
278.0,0,0,0,0
178.13,0,1,0,0
139.86,0,0,0,0
377.79,0,0,0,0
362.04,0,0,0,0
553.53,0,0,0,0
783.9,0,0,0,0
159.63,0,0,0,0
523.8,0,0,0,0
777.24,0,0,0,0
523.76,0,0,0,0
103.38,0,0,0,0
457.26,0,0,0,0
1419.98,1,0,0,1
793.8,0,0,0,0
95.01,0,0,0,0
933.5,0,0,0,0
224.55,0,0,0,0
145.08,0,0,0,0
619.62,0,0,0,0
76.44,0,0,0,0
275.56,0,0,0,0
408.1,0,0,0,0
175.47,0,0,0,0
271.9,0,0,0,0
209.24,0,1,0,0
1744.07,1,0,0,1
680.65,0,0,0,0
63.29,0,0,0,0
25.88,0,0,0,0
1660.87,1,0,0,1
966.5,0,0,0,0
367.02,0,0,0,0
191.34,0,0,0,0
143.06,0,0,0,0
147.48,0,0,0,0
356.68,0,0,0,0
156.51,0,0,0,0
593.13,0,0,0,0
189.18,0,0,0,0
212.33,0,0,0,0
197.52,0,0,0,0
730.4,0,0,0,0
108.53,0,0,0,0
132.04,0,0,0,0
1994.57,1,0,0,1
14.5,0,0,0,0
16.2,0,0,0,0
222.6,0,0,0,0
152.38,0,0,0,0
1153.53,0,0,0,1
910.68,0,0,0,0
128.31,0,0,0,0
92.94,0,0,0,0
80.77,0,0,0,0
79.3,0,0,0,0
774.76,0,0,0,0
725.75,0,0,0,0
1849.94,1,0,0,1
417.14,0,0,0,0
333.35,0,0,0,0
101.68,0,0,0,0
2306.67,1,0,0,1
561.92,0,0,0,0
788.5,0,0,0,0
315.45,0,0,0,0
488.24,0,0,0,0
2456.82,1,0,0,1
489.68,0,0,0,0
168.21,0,0,0,0
209.38,0,0,0,0
451.18,0,0,0,0
148.24,0,0,0,0
605.8,0,0,0,0
27.0,0,0,0,0
60.24,0,0,0,0
1143.5,0,0,0,0
165.13,0,0,0,0
98.94,0,0,0,0
999.48,0,0,0,0
39.58,0,0,0,0
648.92,0,0,0,0
449.43,0,0,0,0
58.72,0,0,0,0
602.12,0,1,0,0
229.7,0,0,0,0
46.48,0,0,0,0
875.8,0,0,0,0
371.84,0,0,0,0
717.3,0,0,0,0
2289.14,1,0,0,1
160.02,0,0,0,0
2181.03,1,0,0,1
1302.03,1,0,0,1
184.39,0,0,0,0
480.05,0,0,0,0
1243.15,0,1,0,0
449.96,0,0,0,0
337.36,0,0,0,0
115.52,0,0,0,0
77.3,0,0,0,0
215.9,0,0,0,0
785.55,0,0,0,0
1049.03,0,0,0,1
652.95,0,0,0,0
941.5,0,0,0,0
738.99,0,0,0,0
196.23,0,0,0,0
34.4,0,0,0,0
484.78,0,0,0,0
602.3,0,0,0,0
182.52,0,0,0,0
97.8,0,0,0,0
227.73,0,0,0,0
191.7,0,0,0,0
100.65,0,0,0,0
656.44,0,0,0,0
537.03,0,0,0,0
426.15,0,0,0,0
385.84,0,1,0,0
554.35,0,0,0,0
235.99,0,0,0,0
441.95,0,0,0,0
735.12,0,0,0,0
781.8,0,0,0,0
21.48,0,1,0,0
641.25,0,0,0,0
181.22,0,0,0,0
309.3,0,0,0,0
127.8,0,0,0,0
217.54,0,0,0,0
616.36,0,0,0,0
152.78,0,0,0,0
258.66,0,0,0,0
2364.52,1,0,0,1
308.14,0,0,0,0
27.06,0,0,0,0
1016.7,0,0,0,0
24.2,0,0,0,0
236.8,0,0,0,0
553.92,0,0,0,0
1746.12,0,0,0,1
2059.18,1,0,0,1
311.16,0,0,0,0
1315.88,1,0,0,1
228.87,0,0,0,0
1629.53,1,0,0,1
967.6,0,0,0,0
938.85,0,0,0,0
479.04,0,0,0,0
249.42,0,0,0,0
1216.75,0,0,0,0
306.36,0,1,0,0
771.96,0,0,0,0
1211.35,0,0,0,0
407.24,0,0,0,0
342.82,0,0,0,0
242.03,0,0,0,0
372.06,0,0,0,0
797.4,0,0,0,0
1193.49,1,0,0,1
617.34,0,0,0,0
1012.9,0,0,0,0
86.08,0,0,0,0
121.68,0,1,0,0
339.64,0,0,0,0
512.64,0,0,0,0
287.3,0,0,0,0
757.7,0,0,0,0
243.2,0,0,0,0
1674.41,1,0,0,1
1536.33,1,0,0,1
975.2,0,0,0,0
82.02,0,0,0,0
140.28,0,0,0,0
49.18,0,0,0,0
286.45,0,0,0,0
37.96,0,0,0,0
1088.28,1,0,0,1
937.76,0,0,0,0
806.6,0,0,0,0
1066.8,0,0,0,0
1247.4,0,1,0,0
78.46,0,0,0,0
619.75,0,0,0,0
640.05,0,0,0,0
735.09,0,0,0,0
1777.43,1,0,0,1
78.17,0,0,0,0
929.64,0,0,0,0
146.02,0,0,0,0
249.64,0,0,0,0
897.8,0,0,0,0
732.84,0,0,0,0
1770.85,1,0,0,1
106.8,0,0,0,0
89.63,0,0,0,0
840.36,0,0,0,0
177.13,0,0,0,0
666.54,0,0,0,0
653.4,0,0,0,0
577.0,0,0,0,0
109.6,0,0,0,0
189.46,0,0,0,0
540.27,0,0,0,0
1549.23,1,0,0,1
706.23,0,0,0,0
473.04,0,0,0,0
632.85,0,0,0,0
362.43,0,1,0,0
54.48,0,0,0,0
1836.33,1,0,0,1
1623.7,1,0,0,1
259.4,0,1,0,0
431.9,0,0,0,0
1506.8,1,0,0,1
956.24,0,0,0,0
671.2,0,0,0,0
392.0,0,0,0,0
317.97,0,0,0,0
58.67,0,1,0,0
135.64,0,0,0,0
207.24,0,0,0,0
493.44,0,0,0,0
407.25,0,0,0,0
619.77,0,0,0,0
1595.54,0,0,0,1
1225.35,0,0,0,0
802.85,0,0,0,0
685.4,0,1,0,0
362.64,0,1,0,0
175.15,0,0,0,0
68.41,0,0,0,0
1674.75,1,0,0,1
123.66,0,1,0,0
196.16,0,0,0,0
1733.85,1,0,0,1
158.9,0,0,0,0
166.55,0,0,0,0
189.24,0,0,0,0
745.52,0,0,0,0
281.7,0,0,0,0
232.4,0,0,0,0
106.11,0,0,0,0
327.88,0,0,0,0
345.85,0,0,0,0
1628.67,1,0,0,1
290.8,0,0,0,0
463.02,0,0,0,0
88.38,0,0,0,0
95.39,0,0,0,0
20.37,0,0,0,0
2082.25,0,0,0,1
1966.18,1,0,0,1
127.62,0,0,0,0
94.68,0,0,0,0
701.37,0,0,0,0
795.84,0,0,0,0
1231.64,1,0,0,1
169.86,0,0,0,0
863.55,0,0,0,0
374.32,0,0,0,0
29.52,0,0,0,0
483.84,0,0,0,0
857.32,0,0,0,0
7.95,0,1,0,0
506.8,0,0,0,0
957.6,0,0,0,0
825.48,0,0,0,0
1947.58,1,0,0,1
271.26,0,0,0,0
199.93,0,0,0,0
973.48,0,0,0,0
80.52,0,1,0,0
1676.96,1,0,0,1
2067.12,1,0,0,1
25.08,0,0,0,0
721.92,0,0,0,0
79.76,0,0,0,0
97.9,0,0,0,0
158.07,0,0,0,0
2145.24,1,0,0,1
2002.69,0,0,0,1
1236.7,0,0,0,0
710.88,0,0,0,0
273.96,0,0,0,0
298.62,0,0,0,0
611.15,0,0,0,0
328.2,0,0,0,0
170.85,0,0,0,0
324.7,0,0,0,0
430.16,0,0,0,0
329.72,0,1,1,1
139.05,0,0,0,0
850.12,0,0,0,0
214.3,0,0,0,0
2233.77,1,0,0,1
2376.7,1,0,0,1
236.35,0,0,0,0
437.76,0,0,0,0
301.2,0,0,0,0
221.2,0,0,0,0
