order_id,customer_id,order_date,status
222,627,2026-03-24 13:28:50.397194,Cancelled
223,530,2026-04-17 14:15:49.409858,Processing
224,571,2025-10-05 16:30:36.682780,Delivered
225,808,2026-07-16 08:18:52.531118,Delivered
226,751,2026-05-17 05:52:34.065495,Processing
227,714,2025-12-29 02:06:52.720255,Shipped
228,659,2026-01-25 22:42:56.998268,Delivered
229,704,2025-12-14 23:53:21.647309,Cancelled
230,57,2026-07-23 09:10:42.375281,Delivered
231,574,2025-09-08 12:59:08.163080,Cancelled
232,403,2026-04-11 07:51:10.120356,Shipped
233,986,2026-02-26 17:16:28.189631,Processing
234,855,2025-09-12 11:59:56.257938,Cancelled
235,661,2026-06-07 18:47:15.151512,Cancelled
236,779,2025-09-18 10:03:11.969276,Cancelled
237,918,2025-11-27 00:03:01.986769,Shipped
238,289,2026-04-24 21:39:19.614758,Cancelled
239,985,2025-08-24 16:53:45.537195,Delivered
240,151,2026-07-18 10:28:46.157963,Delivered
241,777,2025-09-22 23:49:24.589700,Delivered
242,28,2026-04-22 10:58:49.766055,Shipped
243,486,2026-01-07 12:52:52.015596,Processing
244,724,2026-02-12 18:50:28.410488,Shipped
245,633,2026-02-05 05:56:54.290037,Delivered
246,846,2026-05-03 19:55:32.555147,Delivered
247,799,2026-07-26 07:26:07.110923,Processing
248,944,2025-10-10 02:18:22.024339,Cancelled
249,661,2025-08-28 20:05:02.061468,Shipped
250,235,2026-01-16 04:51:10.268225,Shipped
251,767,2025-12-10 19:43:27.299417,Delivered
252,436,2026-02-07 03:58:58.171139,Processing
253,833,2026-06-01 08:12:00.111934,Shipped
254,770,2026-02-01 19:22:29.201539,Processing
255,595,2025-08-04 00:00:52.380991,Delivered
256,310,2026-05-13 08:48:16.644007,Shipped
257,218,2026-06-27 21:47:52.986011,Shipped
258,575,2026-01-07 20:49:15.476683,Delivered
259,789,2025-12-17 18:30:07.608797,Delivered
260,233,2025-11-05 18:30:49.410691,Processing
261,650,2025-09-21 09:27:34.336677,Shipped
262,683,2026-07-03 01:16:22.473718,Cancelled
263,486,2026-06-02 19:32:46.545341,Processing
264,136,2026-07-03 12:38:23.931567,Delivered
265,485,2026-04-23 23:37:56.539054,Shipped
266,769,2025-09-27 03:49:22.619669,Cancelled
267,736,2025-09-03 19:01:48.311355,Processing
268,287,2026-06-21 12:58:25.985938,Cancelled
269,899,2025-12-29 20:32:49.723764,Shipped
270,749,2025-10-20 23:16:22.381044,Delivered
271,718,2025-10-19 12:07:06.278663,Cancelled
272,959,2026-05-29 08:46:49.828289,Cancelled
273,435,2025-10-02 20:57:46.173013,Cancelled
274,703,2026-06-01 07:25:03.021368,Delivered
275,623,2026-04-30 01:17:47.352263,Processing
276,288,2025-11-18 22:10:14.974138,Processing
277,986,2025-12-25 10:12:44.340100,Cancelled
278,218,2025-11-05 09:51:26.742122,Delivered
279,883,2026-06-29 22:15:10.925966,Processing
280,375,2025-09-01 03:01:29.229825,Cancelled
281,580,2026-04-25 07:47:45.006979,Delivered
282,638,2025-12-31 14:37:18.175622,Cancelled
283,266,2025-11-13 17:06:13.210728,Delivered
284,999,2025-11-30 08:50:50.145795,Cancelled
285,800,2025-11-13 05:17:37.126640,Shipped
286,904,2025-08-18 07:31:29.124550,Processing
287,97,2025-10-21 14:15:16.208900,Cancelled
288,795,2026-05-24 08:06:10.264473,Processing
289,153,2025-12-01 16:05:36.363470,Processing
290,587,2025-08-30 16:38:04.209938,Delivered
291,351,2026-03-20 01:53:19.284824,Processing
292,694,2025-08-26 01:56:13.654365,Shipped
293,896,2026-04-17 15:52:56.353249,Delivered
294,675,2025-12-26 19:23:52.423030,Cancelled
295,985,2026-03-10 08:02:46.122188,Processing
296,98,2026-06-02 17:12:49.430562,Delivered
297,635,2026-07-10 20:02:45.924040,Cancelled
298,247,2026-01-08 07:22:20.627884,Delivered
299,180,2025-08-27 18:33:14.483600,Delivered
300,692,2026-05-12 15:44:23.967484,Cancelled
301,136,2026-04-13 03:08:12.242501,Delivered
302,618,2026-01-09 14:08:50.096066,Cancelled
303,925,2026-02-24 18:03:05.992323,Delivered
304,208,2026-05-23 20:19:22.721536,Shipped
305,11,2026-06-04 21:41:51.351856,Delivered
306,459,2026-06-08 16:48:47.209866,Processing
307,603,2026-06-18 20:35:34.529022,Delivered
308,584,2025-08-22 02:27:55.654234,Processing
309,189,2025-09-22 22:34:03.655685,Delivered
310,774,2026-06-23 01:29:15.048468,Delivered
311,412,2025-09-13 16:57:10.893693,Processing
312,632,2026-02-20 11:14:21.962488,Delivered
313,50,2025-10-10 09:16:31.095475,Processing
314,776,2026-05-20 06:25:58.165105,Processing
315,899,2025-09-10 00:36:12.419417,Cancelled
316,384,2026-02-03 21:03:08.764534,Cancelled
317,292,2026-03-08 22:09:40.469873,Shipped
318,855,2026-04-24 17:37:09.593193,Cancelled
319,723,2026-07-12 19:46:03.200770,Delivered
320,344,2026-05-27 01:29:06.627724,Cancelled
321,586,2025-08-15 08:09:29.331578,Shipped
322,85,2026-04-24 10:05:31.557923,Processing
323,861,2026-03-22 17:14:14.969000,Processing
324,315,2026-01-18 18:12:35.697299,Shipped
325,129,2025-10-02 05:23:33.449753,Cancelled
326,567,2026-03-01 09:55:48.113842,Processing
327,982,2026-06-27 21:31:17.369321,Cancelled
328,761,2026-04-03 23:20:24.560566,Shipped
329,50,2025-10-10 14:56:49.083533,Processing
330,56,2026-05-29 16:00:59.627965,Processing
331,110,2025-09-02 15:02:55.520952,Shipped
332,477,2025-08-25 05:31:35.118624,Processing
333,176,2026-08-02 01:14:45.235317,Delivered
334,968,2025-10-25 10:40:20.541896,Processing
335,452,2026-05-08 04:03:47.586279,Shipped
336,564,2025-12-01 17:35:47.126065,Cancelled
337,255,2026-05-14 08:33:25.798318,Cancelled
338,477,2026-05-03 00:10:30.631671,Shipped
339,866,2026-05-07 20:39:00.588962,Delivered
340,622,2026-02-10 16:00:24.435276,Delivered
341,399,2026-06-24 17:46:18.717089,Processing
342,385,2025-11-12 04:16:41.909680,Cancelled
343,638,2025-11-06 01:48:47.309817,Delivered
344,205,2025-08-26 04:32:24.447106,Cancelled
345,843,2026-03-05 13:43:28.505615,Cancelled
346,973,2026-03-23 18:20:30.523098,Cancelled
347,125,2026-06-25 22:03:06.150670,Delivered
348,787,2026-07-03 10:48:23.584328,Cancelled
349,676,2026-01-09 03:54:04.612138,Delivered
350,397,2026-02-03 18:13:05.184401,Shipped
351,25,2026-02-28 17:18:53.834619,Shipped
352,926,2026-03-10 19:22:43.583151,Shipped
353,525,2026-07-30 16:40:32.216986,Processing
354,902,2025-10-24 15:13:09.570666,Shipped
355,759,2026-07-03 02:37:17.775360,Processing
356,505,2026-03-17 00:36:10.147475,Shipped
357,319,2026-04-24 22:11:34.583892,Processing
358,533,2026-05-13 17:49:31.866256,Delivered
359,631,2026-05-19 14:47:53.608579,Shipped
360,644,2025-08-22 09:44:23.431050,Delivered
361,18,2026-05-26 07:09:02.686061,Delivered
362,765,2026-03-12 02:00:30.568940,Shipped
363,812,2026-07-13 22:40:17.712818,Processing
364,270,2026-07-18 16:41:21.777148,Delivered
365,578,2026-05-26 03:41:59.777736,Shipped
366,178,2026-04-04 18:34:09.625889,Cancelled
367,126,2026-01-27 09:46:54.372249,Processing
368,44,2026-06-10 08:44:19.658356,Processing
369,274,2025-08-20 01:36:42.941609,Shipped
370,589,2025-12-13 18:15:07.459111,Delivered
371,586,2026-07-31 09:36:04.695696,Cancelled
372,505,2025-09-17 04:48:25.638091,Processing
373,918,2025-12-26 02:33:50.091539,Cancelled
374,336,2025-09-25 18:20:17.973294,Processing
375,493,2026-07-03 17:54:45.023632,Processing
376,763,2025-09-21 08:00:32.911931,Delivered
377,637,2026-01-18 23:10:58.332581,Shipped
378,995,2025-10-29 16:28:07.512688,Cancelled
379,48,2026-04-07 13:08:22.070608,Shipped
380,122,2026-07-30 04:57:52.819407,Delivered
381,234,2025-10-10 10:17:10.969105,Shipped
382,140,2025-08-14 00:28:39.754956,Shipped
383,403,2026-06-17 15:13:41.451169,Shipped
384,69,2026-02-12 08:12:44.587478,Shipped
385,199,2026-01-08 07:18:18.031239,Cancelled
386,513,2026-07-06 10:14:34.527025,Processing
387,684,2025-11-15 02:33:57.685509,Shipped
388,966,2026-06-27 21:31:10.746721,Delivered
389,102,2026-05-15 19:39:20.610007,Cancelled
390,589,2026-07-29 22:27:56.694712,Delivered
391,268,2026-07-28 07:34:55.080065,Delivered
392,721,2026-07-26 19:43:48.744672,Shipped
393,524,2026-03-27 11:20:27.871647,Cancelled
394,234,2026-05-28 00:45:15.981327,Shipped
395,359,2025-12-26 20:14:30.919525,Shipped
396,416,2025-08-09 05:16:32.029169,Delivered
397,35,2025-09-05 23:54:33.464800,Cancelled
398,692,2025-08-22 02:37:53.230390,Shipped
399,266,2026-06-30 16:56:12.322251,Delivered
400,878,2026-03-26 12:13:04.393015,Cancelled
401,316,2025-12-04 04:04:53.118681,Shipped
402,925,2025-09-27 21:13:33.790073,Delivered
403,21,2026-05-10 11:16:11.539313,Shipped
404,866,2025-11-04 22:28:10.285128,Processing
405,710,2025-09-07 06:31:06.974287,Cancelled
406,744,2025-11-28 23:30:17.745278,Cancelled
407,374,2026-07-20 13:03:45.243582,Shipped
408,285,2025-11-25 18:58:43.401869,Shipped
409,300,2025-12-15 23:32:04.258280,Processing
410,142,2026-05-30 13:41:51.456196,Delivered
411,180,2025-12-26 10:27:12.223672,Shipped
412,912,2025-08-26 10:14:36.983276,Processing
413,17,2025-12-07 01:18:57.175224,Shipped
414,994,2026-07-27 05:34:33.537308,Processing
415,766,2025-11-12 00:06:49.108486,Shipped
416,964,2026-03-14 10:44:02.097609,Shipped
417,70,2025-11-02 09:33:46.420794,Shipped
418,107,2025-12-14 06:16:59.532948,Delivered
419,573,2026-01-05 06:16:49.292015,Processing
420,608,2025-10-23 17:14:05.470178,Shipped
421,173,2025-12-04 14:36:13.059053,Cancelled
422,68,2026-02-24 08:32:09.305446,Cancelled
423,833,2026-07-14 04:53:33.760863,Cancelled
424,970,2025-11-10 12:02:28.351269,Delivered
425,80,2026-05-23 09:06:10.139301,Cancelled
426,23,2026-07-06 02:04:13.604536,Cancelled
427,159,2025-12-02 11:37:26.421289,Cancelled
428,598,2026-02-22 11:03:48.833040,Shipped
429,286,2025-08-09 15:52:56.649339,Shipped
430,526,2025-10-28 21:47:00.030465,Cancelled
431,660,2026-02-21 23:47:35.608417,Processing
432,957,2026-03-06 17:58:50.429191,Delivered
433,373,2026-06-29 04:26:12.862521,Shipped
434,170,2025-12-30 01:22:18.520055,Cancelled
435,518,2025-10-05 06:07:55.213325,Shipped
436,18,2026-03-09 05:00:34.062681,Cancelled
437,861,2026-04-26 18:44:30.386513,Delivered
438,134,2026-05-22 15:54:47.654929,Cancelled
439,16,2025-10-31 19:56:52.081024,Processing
440,28,2026-02-03 08:51:12.648700,Cancelled
441,19,2025-09-07 01:31:03.311787,Delivered
442,617,2026-02-11 22:37:34.057766,Processing
443,712,2025-09-01 15:07:33.622367,Shipped
444,794,2026-05-07 19:49:47.057271,Cancelled
445,311,2026-03-25 00:56:57.503716,Processing
446,721,2025-11-15 14:52:09.605067,Cancelled
447,702,2025-10-25 07:12:47.227393,Delivered
448,434,2026-05-28 11:20:43.756805,Processing
449,864,2025-08-22 13:59:10.076671,Processing
450,286,2025-09-21 19:23:16.700353,Shipped
451,822,2026-03-15 07:38:51.767529,Cancelled
452,247,2025-10-31 03:01:51.954682,Delivered
453,259,2026-03-15 10:48:09.710708,Shipped
454,615,2026-07-15 12:29:09.351735,Cancelled
455,245,2026-03-10 11:41:04.430053,Cancelled
456,626,2026-06-05 18:04:49.643163,Shipped
457,790,2026-07-16 03:02:34.994873,Cancelled
458,964,2026-06-17 06:27:32.117496,Processing
459,951,2026-04-26 12:39:45.317225,Cancelled
460,741,2025-10-27 18:19:44.980916,Processing
461,896,2025-09-09 01:50:41.034786,Processing
462,920,2026-05-28 21:56:41.355956,Delivered
463,506,2026-04-11 08:18:26.937798,Shipped
464,846,2025-10-18 22:01:05.029942,Processing
465,59,2025-09-23 04:35:20.034447,Shipped
466,899,2026-01-31 20:17:07.482846,Delivered
467,427,2025-10-12 03:33:15.543153,Processing
468,172,2026-04-27 20:05:11.598445,Cancelled
469,405,2026-05-23 21:30:42.648860,Cancelled
470,506,2026-06-14 07:30:44.947890,Processing
471,994,2026-05-18 07:07:28.478221,Processing
472,480,2025-12-10 15:34:05.407436,Delivered
473,209,2025-09-25 02:25:34.613505,Shipped
474,854,2025-09-19 23:36:02.938922,Shipped
475,724,2026-05-11 12:21:27.421645,Shipped
476,578,2026-06-26 22:03:19.946207,Delivered
477,511,2025-12-10 00:21:25.484003,Delivered
478,562,2026-07-17 21:56:00.568711,Cancelled
479,761,2026-07-26 07:03:05.419145,Delivered
480,226,2025-08-14 07:52:55.165436,Shipped
481,93,2025-10-12 02:48:10.180133,Delivered
482,465,2026-07-08 18:44:37.657661,Cancelled
483,544,2025-10-06 06:52:02.573716,Cancelled
484,647,2026-04-23 08:42:31.232238,Delivered
485,694,2025-10-19 00:04:14.024596,Processing
486,350,2025-12-28 09:59:37.127028,Processing
487,397,2026-01-19 07:33:58.453677,Cancelled
488,497,2026-01-25 19:14:03.632095,Delivered
489,852,2026-06-29 16:46:58.615200,Delivered
490,584,2026-04-14 09:33:06.081349,Cancelled
491,83,2025-10-17 06:03:26.830712,Delivered
492,685,2026-06-06 03:36:06.657083,Processing
493,334,2025-12-21 05:12:57.196079,Shipped
494,728,2025-11-02 08:54:59.693794,Delivered
495,280,2026-01-03 20:49:27.779462,Shipped
496,710,2026-06-02 14:37:00.903951,Processing
497,784,2025-11-22 13:26:32.417963,Cancelled
498,45,2025-09-18 05:24:52.399792,Cancelled
499,267,2026-06-02 06:11:51.155598,Cancelled
500,564,2025-09-28 18:18:33.781224,Delivered
501,159,2025-10-30 00:50:28.643064,Shipped
502,647,2026-07-22 23:50:22.663871,Cancelled
503,471,2026-04-03 19:17:34.542945,Delivered
504,100,2025-10-19 05:55:45.299181,Delivered
505,644,2026-06-29 11:10:10.682920,Processing
506,47,2026-03-09 11:59:27.042356,Shipped
507,870,2025-12-14 09:28:41.371082,Cancelled
508,255,2026-05-07 12:29:50.320744,Delivered
509,957,2026-06-27 17:13:59.172273,Delivered
510,499,2025-11-27 14:57:51.140038,Cancelled
511,882,2025-11-28 09:54:30.997133,Delivered
512,378,2026-02-21 00:59:52.113471,Processing
513,623,2026-01-24 18:52:59.105758,Shipped
514,527,2026-04-26 09:39:22.377319,Cancelled
515,86,2026-03-23 04:12:44.403127,Processing
516,642,2026-04-29 04:01:35.131953,Processing
517,662,2026-01-26 14:15:17.060542,Shipped
518,272,2025-11-24 19:30:34.076988,Cancelled
519,272,2026-01-28 13:26:58.473490,Cancelled
520,313,2026-07-17 23:23:58.495553,Processing
521,681,2025-09-20 15:34:30.982185,Processing
522,557,2025-10-21 10:32:06.480012,Cancelled
523,58,2026-05-27 01:23:10.740271,Shipped
524,794,2025-12-27 08:35:38.585371,Processing
525,214,2026-03-11 12:04:24.886437,Cancelled
526,396,2026-03-05 07:26:57.937270,Delivered
527,137,2026-04-04 05:36:11.329943,Cancelled
528,923,2026-02-18 16:15:33.587343,Shipped
529,3,2025-09-07 07:23:45.234007,Cancelled
530,253,2026-04-05 07:43:49.998498,Cancelled
531,660,2026-04-03 22:10:17.275837,Delivered
532,980,2025-09-10 18:21:39.612734,Cancelled
533,524,2026-07-06 09:40:24.127878,Processing
534,979,2026-02-01 19:18:03.251248,Processing
535,957,2026-02-26 03:12:23.934219,Shipped
536,186,2026-04-07 18:45:31.474156,Cancelled
537,986,2026-05-30 01:37:35.344706,Shipped
538,189,2026-08-02 01:01:04.011302,Processing
539,557,2025-12-21 03:48:05.869964,Delivered
540,81,2026-01-06 15:55:51.063090,Shipped
541,870,2025-09-08 21:54:38.774046,Delivered
542,975,2025-08-04 21:14:06.722829,Delivered
543,620,2025-08-24 09:17:38.645142,Processing
544,549,2025-09-22 19:39:03.879601,Shipped
545,765,2026-02-01 01:37:10.691048,Delivered
546,279,2025-08-06 12:36:54.839318,Cancelled
547,450,2025-09-29 04:31:55.179122,Cancelled
548,153,2026-03-01 06:29:24.721566,Cancelled
549,726,2026-03-26 23:29:39.393326,Cancelled
550,137,2026-05-21 05:11:36.526639,Delivered
551,743,2025-08-23 22:30:29.585371,Processing
552,539,2025-11-14 19:53:56.477227,Cancelled
553,165,2026-02-07 03:44:35.330209,Delivered
554,237,2026-01-06 19:28:16.101888,Cancelled
555,608,2026-02-01 03:05:46.214864,Processing
556,212,2026-06-08 18:27:32.992706,Shipped
557,220,2026-01-09 08:00:23.278072,Delivered
